pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
3862,202,71,71150,135540,70310,NA,W,5625,98,NA,1,1,5,3,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,956,2,1,5,1,NA,NA,CHICAGO,60634,4378,0.5893101873001371,0.0159890360895386,0.08154408405664687,0.31064412973960714,0.0050251256281407,14000,Chicago,0,0,1,0,0,0,SMYSER,TAFT HS,6.884772382397572,61967,FALSE,TRUE,TRUE
3863,234,30,30052,242320,125770,NA,W,45738,51,NA,3,1,7,4,3,1,1,5,2,2,3,2,1,2,1,2,2,3,2,1,2,1320,2270,2,1,4,NA,NA,NA,PALOS PARK,60464,5606,0.8480199785943632,0.01944345344273992,0.02408134141990724,0.08383874420264002,0.04584373885123082,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,8.132,88750,FALSE,TRUE,TRUE
3864,202,76,76060,85980,60480,NA,W,3024,132,NA,3,1,4,2,1,3,1,2,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,760,2,1,1,NA,NA,NA,CHICAGO,60608,3872,0.17794421487603307,0.01807851239669421,0.2931301652892562,0.5108471074380165,0,14000,Chicago,0,0,3,1,0,0,EVERETT,KELLY HS,6.934,48622,FALSE,TRUE,TRUE
3865,203,72,72091,37300,21120,NA,W,3250,114,NA,1,1,4,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1136,2,1,1,NA,NA,NA,CHICAGO,60621,1426,7.012622720897616e-4,0.884992987377279,0.02945301542776998,0.07784011220196353,0.01402524544179523,14000,Chicago,0,0,4,1,0,0,NICHOLSON TECH ACAD,HOPE HS,6.89,22104,FALSE,TRUE,TRUE
3866,205,11,11050,151140,52890,NA,O,4920,98,NA,1,1,7,4,1,1,2,5,2,1,3,1,1,2,2,2,2,3,1,2,2,0,1413,2,1,2,NA,NA,1,BERWYN,60402,6762,0.18944099378881987,0.04406980183377699,0.0227743271221532,0.7278911564625851,0.02854185152321798,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,60687,FALSE,TRUE,TRUE
3867,203,71,71200,235590,45020,NA,W,3602,15,NA,2,1,5,3,1,1,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1395,2,1,1,NA,NA,NA,CHICAGO,60634,6360,0.4119496855345912,0.0080188679245283,0.07091194968553459,0.504245283018868,0.00974842767295597,14000,Chicago,0,0,6,1,0,0,"LOCKE, J",STEINMETZ COLLEGE PREP HS,6.894,51071,FALSE,TRUE,TRUE
3868,208,29,29011,799910,92600,NA,W,46304,25,NA,2,4,9,4,1,3,1,5,1,1,1,3,1,1,NA,1,2,5,2,1,1,0,4631,2,1,2,3,NA,NA,INVERNESS,60010,6827,0.7694448513256189,0.01039988281822176,0.20301743078951223,0,0.03427567013329427,37608,Inverness,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.512,157125,TRUE,TRUE,TRUE
3869,278,13,13240,123510,30370,NA,O,10125,52,NA,1,1,8,4,3,3,1,5,1,0,3,2,1,NA,NA,2,2,3,1,1,2,0,2116,2,1,2,NA,NA,NA,COUNTRY CLUB HILLS,60478,5893,0.06567113524520618,0.8796877651450874,0.04768369251654505,0.00695740709316137,0,16691,Country Club Hills,0,0,1,0,0,0,SCHOOL DISTRICT 160,COMMUNITY HIGH SCHOOL  228,25.307,62602,FALSE,TRUE,TRUE
3870,203,23,23092,243990,141750,NA,O,6750,65,NA,2,1,5,3,1,3,1,5,1,2,1,2,0,2,2,2,2,3,1,2,2,0,1316,2,1,1,3,NA,NA,WILMETTE,60091,4861,0.8543509565932935,0.00761160255091545,0.08331619008434478,0.02962353425221148,0.05019543303846945,82075,Wilmette,0,0,3,1,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,196371,FALSE,TRUE,TRUE
3871,203,39,39080,140210,44410,NA,W,7402,59,NA,2,1,6,3,1,3,1,5,1,0,3,1,1,2,2,2,2,3,2,2,2,0,1512,2,1,1,3,NA,NA,OAK LAWN,60453,3469,0.7319112136062266,0.10377630441049292,0.01700778322283078,0.13116171807437302,0.03228596137215336,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,52963,FALSE,TRUE,TRUE
3872,203,16,16062,142530,41010,NA,W,8203,62,NA,1,1,5,2,4,3,1,5,1,1,3,1,0,2,2,2,2,1,1,1,2,0,1022,2,1,1,NA,NA,NA,ELK GROVE VILLAGE,60007,6921,0.7696864614940038,0.01719404710301979,0.06718682271348071,0.13350671868227135,0.02311804652506863,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.349,81938,FALSE,TRUE,TRUE
3873,204,28,28036,200550,87760,VG,W,15957,44,NA,3,1,7,4,3,3,1,5,1,1,3,2,0,2,NA,2,2,3,2,1,2,0,2247,2,1,1,NA,NA,NA,ORLAND PARK,60462,6677,0.8601168189306575,0.02531076830912086,0.00748839299086416,0.1007937696570316,0.01258050022465179,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,73825,FALSE,TRUE,TRUE
3874,211,70,70100,69330,41700,NA,W,4170,96,NA,2,1,12,6,1,3,2,5,2,0,3,2,0,NA,NA,2,2,3,2,2,2,0,2524,2,2,2,NA,NA,1,CHICAGO,60617,2530,7.905138339920949e-4,0.4790513833992095,0.01185770750988142,0.5059288537549407,0.00474308300395256,14000,Chicago,0,0,1,0,0,0,MIRELES,BOWEN HS,6.908,30417,FALSE,TRUE,TRUE
3875,211,71,71410,258680,65820,NA,T,4114,45,3,2,1,10,6,1,3,2,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,2688,2,2,2,NA,NA,NA,CHICAGO,60646,5563,0.8096350889807657,1.7975912277548085e-4,0.02714362753909761,0.16070465576127987,0.00233686859608125,14000,Chicago,0,0,1,0,0,1,ONAHAN,TAFT HS,6.884772382397572,79665,FALSE,FALSE,TRUE
3876,295,77,77030,423580,33320,NA,W,1307,15,NA,2,2,6,3,2,3,1,5,1,0,3,2,2,2,2,2,2,3,2,1,1,0,2870,2,1,3,NA,NA,NA,CHICAGO,60647,1506,0.6049136786188579,0.05179282868525897,0.01261620185922974,0.30278884462151395,0.05577689243027888,14000,Chicago,0,0,1,0,0,0,MOOS,CLEMENTE HS,6.89,105938,FALSE,TRUE,TRUE
3877,203,72,72230,151710,42840,AV,T,5355,48,NA,2,1,6,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1587,2,1,1,NA,NA,NA,CHICAGO,60652,3373,0.05336495701156241,0.909279573080344,0,0.01838126297064927,0.03794841387488882,14000,Chicago,0,0,1,0,0,0,CARROLL,BOGAN HS,6.949,95750,FALSE,TRUE,TRUE
3878,203,39,39151,114110,42210,NA,W,8040,68,NA,1,1,6,3,2,3,1,2,2,0,3,1,0,NA,NA,2,2,1,1,1,2,0,1186,2,1,1,NA,NA,NA,CHICAGO RIDGE,60415,5845,0.8251497005988024,0.0467065868263473,0.03661248930710008,0.08366124893071,0.01573994867408041,14065,Chicago Ridge,0,0,1,0,0,0,SCHOOL DISTRICT  127 1/2,COMMUNITY HIGH SCHOOL  218,13.391,50024,FALSE,TRUE,TRUE
3879,234,19,19020,192120,54330,NA,W,9450,43,NA,1,1,6,3,3,1,1,5,1,1,3,2,0,2,NA,2,2,3,1,1,2,257,1147,2,1,4,NA,NA,NA,LEMONT,60439,6124,0.8585891574134552,0,0.0225342913128674,0.0948726322664925,0.04555845852384063,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,92984,FALSE,TRUE,TRUE
3880,203,18,18020,132010,20500,NA,W,5859,62,NA,1,1,5,3,4,3,1,5,2,0,2,1,0,2,NA,2,2,3,1,2,2,0,1060,2,1,1,3,NA,NA,STREAMWOOD,60107,5601,0.48044991965720407,0.01553294054633101,0.03195857882520978,0.4642028209248349,0.01571148009284056,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,64310,FALSE,TRUE,TRUE
3881,203,25,25131,318820,136460,NA,W,10497,64,NA,3,1,7,3,3,3,1,5,1,1,2,2,0,2,NA,2,2,2,3,1,2,0,1637,2,1,1,3,NA,NA,GLENVIEW,60025,3431,0.8700087438064704,0.00349752258816671,0.06820169046925095,0.01049256776450014,0.09559895074322355,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,149286,FALSE,TRUE,TRUE
3882,234,12,12061,87140,30000,NA,O,6000,60,NA,3,1,6,3,3,1,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1303,2,1,4,NA,NA,NA,CHICAGO HEIGHTS,60411,5669,0.35791144822720056,0.46004586346798376,0.00970188745810548,0.15628858705239018,0.02645969306756041,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,22.735,88225,FALSE,TRUE,TRUE
3883,203,20,20060,126260,45540,NA,T,7590,70,NA,2,1,7,2,3,3,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1220,2,1,1,NA,NA,NA,FRANKLIN PARK,60131,4327,0.46313843309452274,0.00161774901779523,0.05569678761266467,0.46568061012248674,0.02218627224404899,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,11.763,62014,FALSE,TRUE,TRUE
3884,234,12,12033,108820,28710,AV,W,7658,46,NA,3,1,7,3,3,1,1,5,1,0,3,1,1,NA,NA,2,2,3,3,1,2,0,1116,2,1,4,NA,NA,NA,GLENWOOD,60425,4966,0.1761981474023359,0.7184857027788965,8.054772452678212e-4,0.07410390656463955,0.0590012082158679,30029,Glenwood,0,0,1,0,0,0,SCHOOL DISTRICT  167,BLOOM TOWNSHIP HIGH SCHOOL  206,18.647,57361,FALSE,TRUE,TRUE
3885,203,37,37070,24520,17030,NA,W,6193,60,NA,2,1,6,3,4,3,1,5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,1020,2,1,1,NA,NA,NA,HARVEY,60426,1851,0.00378173960021609,0.7531064289573204,0,0.23933009184224743,0.00756347920043219,33383,Harvey,0,1,4,1,0,0,SCHOOL DISTRICT  147,THORNTON TOWNSHIP HIGH SCHOOL  205,27.809,25296,FALSE,TRUE,TRUE
3886,278,32,32200,143850,46400,NA,W,12375,59,NA,3,1,8,3,3,1,1,5,1,0,2,2,1,NA,NA,2,2,3,1,1,2,0,2171,2,1,2,3,NA,NA,OLYMPIA FIELDS,60461,4171,0.2196116039319108,0.7379525293694558,0.0256533205466315,0,0.03092783505154639,55938,Olympia Fields,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.971,97237,FALSE,TRUE,TRUE
3887,202,12,12010,75790,35600,NA,O,8378,69,NA,2,1,6,3,1,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,870,2,1,1,NA,NA,NA,HOMEWOOD,60430,3989,0.635246929054901,0.24241664577588368,0.0210579092504387,0.07570819754324393,0.05114063675106543,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,16.657,77608,FALSE,TRUE,TRUE
3888,278,29,29032,367880,59590,NA,W,9535,43,NA,3,1,9,4,1,3,1,5,1,1,3,2,1,1,NA,2,2,3,2,1,1,309,3120,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60067,7183,0.7940971738827788,0.01127662536544619,0.14478630098844494,0.03703188082973688,0.02561603786718641,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.068,132222,FALSE,TRUE,TRUE
3889,278,25,25430,140660,998590,NA,W,97424,8,NA,1,1,9,5,1,1,1,5,1,1,3,2,1,2,2,2,2,5,1,1,2,0,3792,2,1,2,NA,NA,NA,GLENVIEW,60025,5278,0.6282682834406972,0.00227358848048503,0.3164077302008336,0.04490337248957939,0.0162940507768094,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.144,84022,FALSE,TRUE,TRUE
3890,203,12,12087,67610,38760,NA,W,8160,65,NA,1,1,5,3,3,3,1,5,1,0,3,1,1,2,NA,2,1,4,1,2,2,0,1143,2,1,1,NA,NA,NA,CHICAGO HEIGHTS,60411,5492,0.2753095411507647,0.21576839038601603,0.00163874726875455,0.4765112891478514,0.05462490895848507,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.75,48763,FALSE,TRUE,TRUE
3891,204,70,70111,114590,39920,NA,W,4991,81,NA,2,1,7,4,1,1,1,5,2,0,1,2,1,2,2,2,2,3,1,2,2,0,2080,2,1,5,1,NA,1,CHICAGO,60619,4577,0.00677299541184181,0.9737819532444832,0,0,0.03889010268734979,14000,Chicago,0,0,6,1,0,0,NEIL,HARLAN HS,6.88386464826358,53594,FALSE,TRUE,TRUE
3892,204,29,29070,238990,48750,NA,W,9750,51,NA,1,1,8,4,4,3,1,5,1,1,1,2,0,2,2,2,2,4,1,1,2,0,2163,2,1,1,3,NA,NA,PALATINE,60067,4175,0.7693413173652695,0.02011976047904191,0.10347305389221556,0.0792814371257485,0.0555688622754491,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,69417,FALSE,TRUE,TRUE
3893,203,31,31110,163490,39900,NA,W,6650,70,NA,2,1,5,3,1,3,1,5,1,0,1,1,0,2,2,2,2,4,1,2,2,0,1140,2,1,1,3,NA,NA,WESTCHESTER,60154,4492,0.39804096170970615,0.311219946571683,0.01602849510240427,0.2591273374888691,0.02938557435440783,80047,Westchester,0,0,5,1,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,70790,FALSE,TRUE,TRUE
3894,203,72,72040,120090,31000,NA,T,3100,60,NA,2,1,5,3,1,1,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1155,2,1,1,3,NA,NA,CHICAGO,60632,4981,0.085123469182895,0.0026099176872114,0.05179682794619554,0.8588636819915679,0.00321220638426018,14000,Chicago,0,0,6,-1,0,0,"DAVIS, N",KELLY HS,6.934,39706,FALSE,TRUE,TRUE
3895,211,72,72274,205670,62620,NA,W,8350,80,2,2,1,7,4,1,1,2,5,2,2,1,2,0,1,2,2,2,3,2,2,2,0,2637,2,2,2,3,NA,1,CHICAGO,60643,4047,0.3904126513466766,0.5213738571781567,0.00494193229552755,0.05090190264393378,0.05534964170990857,14000,Chicago,0,0,3,1,0,0,SUTHERLAND,MORGAN PARK HS,6.908,73300,FALSE,TRUE,TRUE
3896,211,71,71070,232290,50000,NA,W,3125,106,2,1,6,10,4,1,3,1,5,2,0,1,2,0,2,NA,2,2,2,1,2,2,0,2540,2,2,2,3,NA,NA,CHICAGO,60641,3090,0.29449838187702265,0.00679611650485436,0.04692556634304207,0.6352750809061488,0.03009708737864077,14000,Chicago,0,0,1,0,0,0,SCAMMON,SCHURZ HS,6.915,62250,FALSE,TRUE,TRUE
3897,211,77,77141,134290,56400,NA,T,2400,129,2,2,1,8,4,1,3,1,5,1,0,2,2,0,2,2,2,2,3,1,2,2,0,1701,2,2,2,3,NA,1,CHICAGO,60608,2357,0.2460755197284684,0.03224437844717862,0.01018243529910903,0.7059821807382266,0.01103097157403479,14000,Chicago,0,0,3,0,0,0,RUIZ,JUAREZ HS,6.89,47083,FALSE,TRUE,TRUE
3898,202,39,39040,38220,55080,NA,W,10016,69,NA,1,1,4,2,4,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,760,2,1,1,NA,NA,NA,OAK LAWN,60453,6372,0.75,0.03782172002510985,0.01365348399246704,0.1911487758945386,0.00737602008788449,54820,Oak Lawn,0,0,1,0,0,1,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,11.134,41902,FALSE,TRUE,TRUE
3899,211,73,73070,363120,161200,NA,T,3100,111,2,1,6,9,4,1,3,2,5,2,0,2,2,0,1,2,2,2,1,1,1,1,0,1765,2,2,5,2,NA,1,CHICAGO,60657,1610,0.924223602484472,0.00248447204968944,0.02298136645962733,0.03167701863354037,0.03416149068322981,14000,Chicago,0,0,1,0,0,0,AUDUBON,LAKE VIEW HS,6.89,124500,FALSE,TRUE,TRUE
3900,278,12,12064,149500,53080,NA,W,10616,31,NA,1,1,9,5,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,0,2802,2,1,2,NA,NA,NA,CHICAGO HEIGHTS,60411,3395,0.42091310751104566,0.27952871870397644,0,0.2721649484536082,0.05478645066273932,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,22.735,70337,FALSE,TRUE,TRUE
3901,203,35,35020,176730,36590,AV,W,8611,64,NA,1,1,7,4,2,3,1,2,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1463,2,1,1,NA,NA,1,HOFFMAN ESTATES,60169,3351,0.5431214562817069,0.03431811399582214,0.24679200238734705,0.135183527305282,0.08116980005968367,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,85040,FALSE,TRUE,TRUE
3902,278,25,25052,379320,170930,NA,W,13149,56,NA,3,1,10,5,3,3,1,5,2,1,2,2,1,2,2,2,2,5,1,1,2,0,3574,2,1,2,3,NA,1,NORTHBROOK,60062,3876,0.8402992776057792,0,0.11816305469556244,0.03018575851393189,0.02270381836945304,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,165972,FALSE,TRUE,TRUE
3903,203,72,72380,146640,37500,NA,W,3750,66,NA,2,1,5,3,1,3,1,5,2,0,2,1,0,2,2,2,2,3,1,2,2,0,1032,2,1,1,3,NA,NA,CHICAGO,60638,5502,0.5067248273355144,0.00218102508178844,0,0.4910941475826972,0,14000,Chicago,0,0,1,0,0,0,KINZIE,KENNEDY HS,6.934,84805,FALSE,TRUE,TRUE
3904,205,71,71042,240160,81810,NA,W,4306,66,NA,2,1,6,4,1,1,1,5,1,0,3,1,1,NA,NA,2,2,3,2,2,2,0,1533,2,1,2,NA,NA,NA,CHICAGO,60625,7265,0.45340674466620784,0.0565726083964212,0.18692360633172747,0.23606331727460428,0.13227804542326221,14000,Chicago,0,0,1,0,0,0,JAMIESON,MATHER HS,6.884772382397572,40011,FALSE,TRUE,TRUE
3905,203,35,35040,202940,41570,NA,W,8752,48,NA,1,1,6,3,3,1,1,5,1,1,3,1,1,2,NA,2,2,3,1,1,2,0,1268,2,1,1,NA,NA,NA,SCHAUMBURG,60194,3762,0.7583732057416268,0.03561935140882509,0.10659223817118554,0.06539074960127592,0.06246677299308878,68003,Schaumburg,0,0,4,-1,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,78317,FALSE,TRUE,TRUE
3906,295,29,29060,181040,10170,NA,W,1017,29,NA,1,1,6,3,2,3,1,5,1,1,3,2,1,2,NA,2,2,1,1,1,1,0,1534,2,1,3,NA,NA,NA,PALATINE,60067,4559,0.8017109015134898,0.02039921035314762,0.05878482123272648,0.0993638955911384,0.03750822548804562,57225,Palatine,0,0,4,1,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,84615,FALSE,TRUE,TRUE
3907,209,34,34050,683050,133580,NA,W,14062,12,NA,3,1,11,4,1,3,1,5,1,2,3,5,1,2,2,2,2,5,2,1,1,0,5230,2,1,2,NA,NA,NA,RIVERSIDE,60546,3616,0.8426438053097345,0.01161504424778761,0.00995575221238938,0.12997787610619468,0.01161504424778761,64421,Riverside,0,0,4,1,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,125486,TRUE,TRUE,TRUE
3908,202,72,72282,105370,28120,NA,W,3750,94,NA,2,1,4,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,822,2,1,1,3,NA,NA,CHICAGO,60620,5708,0.01103714085494043,0.9800280308339172,0.00420462508759635,0.0047302032235459,0,14000,Chicago,0,0,3,1,0,0,FORT DEARBORN,HARLAN HS,6.908,27500,FALSE,TRUE,TRUE
3909,211,70,70070,117370,51550,NA,W,4687,98,4,1,1,16,8,2,3,1,5,2,0,3,4,0,2,NA,2,2,7,NA,NA,NA,0,2772,2,2,2,NA,NA,NA,CHICAGO,60619,4249,0.0037655919039774,0.9757590021181456,0,0.0115321252059308,0.01788656154389268,14000,Chicago,0,0,1,0,0,0,MADISON,CHICAGO VOCATIONAL HS,6.88386464826358,47727,FALSE,FALSE,TRUE
3910,202,72,72223,90310,23430,NA,W,3125,95,NA,2,1,6,3,1,3,1,5,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,999,2,1,1,3,NA,NA,CHICAGO,60620,3012,0.02158034528552457,0.9548472775564408,0.00863213811420982,0,0.02755644090305445,14000,Chicago,0,0,1,0,0,0,GRESHAM,HIRSCH HS,6.873317191283292,37628,FALSE,TRUE,TRUE
3911,202,11,11050,155910,40630,NA,W,3780,100,NA,2,1,6,3,3,1,1,5,1,0,3,2,0,2,2,2,2,4,1,2,2,0,950,2,1,1,NA,NA,1,BERWYN,60402,4158,0.18085618085618085,0.03631553631553631,0.03102453102453102,0.7518037518037518,0,05573,Berwyn,0,0,4,1,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,65182,FALSE,TRUE,TRUE
3912,211,31,31060,137550,35620,NA,W,7500,97,2,1,1,10,4,1,3,1,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,2016,2,2,2,NA,NA,1,BELLWOOD,60104,5020,0.04880478087649402,0.7386454183266933,7.968127490039841e-4,0.20916334661354585,0.00318725099601593,04975,Bellwood,0,0,1,0,0,0,SCHOOL DISTRICT 88,PROVISO TOWNSHIP HIGH SCHOOL 209,19.52,52200,FALSE,TRUE,TRUE
3913,203,39,39151,127130,52950,NA,W,10087,64,NA,2,1,6,3,4,3,1,5,1,0,3,1,0,2,NA,2,2,1,2,1,2,0,1104,2,1,1,NA,NA,NA,WORTH,60482,3509,0.8515246508976917,0.00769449985750926,0.00284981476204046,0.12368196067255628,0.02849814762040467,83518,Worth,0,0,1,0,0,0,SCHOOL DISTRICT  127,COMMUNITY HIGH SCHOOL  218,14.393,71830,FALSE,TRUE,TRUE
3914,211,70,70030,104790,46500,NA,W,3720,104,3,2,1,10,5,1,1,2,5,2,2,3,3,1,2,2,2,2,3,2,2,2,0,2872,2,2,2,NA,NA,NA,CHICAGO,60619,4229,0.00614802553795223,0.9574367462757152,0,0.00331047528966658,0.0626625679829747,14000,Chicago,0,0,1,0,0,0,TANNER,HIRSCH HS,6.88386464826358,27554,FALSE,TRUE,TRUE
3915,234,37,37024,93740,13610,NA,W,3630,51,NA,2,1,7,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1248,2,1,4,NA,NA,NA,RIVERDALE,60827,6077,0.0396577258515715,0.8777357248642422,0.00378476221819976,0.04870824419944051,0.06022708573309199,64278,Riverdale,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,32.335,38269,FALSE,TRUE,TRUE
3916,203,18,18020,135530,25110,AV,W,7175,55,NA,1,1,6,3,4,3,1,5,1,0,3,1,1,NA,NA,2,2,2,1,1,2,0,1224,2,1,1,NA,NA,NA,STREAMWOOD,60107,3206,0.3855271366188397,0.07236431690580163,0.06768558951965066,0.45321272613849034,0.04242046163443543,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,87742,FALSE,TRUE,TRUE
3917,206,72,72271,279660,90000,NA,W,9000,104,NA,1,1,9,4,1,3,2,2,2,1,3,2,1,2,2,2,2,1,1,2,2,0,2308,2,1,2,NA,NA,NA,CHICAGO,60643,1751,0.6470588235294118,0.30611079383209594,0.00285551113649343,0.03712164477441462,0.01370645345516847,14000,Chicago,0,0,1,0,0,0,SUTHERLAND,MORGAN PARK HS,6.908,110344,FALSE,TRUE,TRUE
3918,295,32,32230,101220,53220,NA,W,9678,22,NA,3,1,4,2,1,3,1,5,1,0,3,2,0,2,2,2,2,3,2,1,2,0,1421,2,1,1,NA,NA,NA,TINLEY PARK,60477,9088,0.2496698943661972,0.597931338028169,0.01155369718309859,0.12026848591549295,0.03510123239436619,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.328,77098,FALSE,TRUE,TRUE
3919,208,24,24051,640600,71980,NA,W,8725,8,NA,2,1,10,4,1,1,1,5,1,0,3,3,1,2,2,2,2,1,2,1,2,0,4377,2,1,2,NA,NA,NA,SKOKIE,60076,3937,0.7043434086868173,0.0556261112522225,0.15113030226060453,0.06375412750825502,0.04343408686817374,70122,Skokie,0,0,1,0,0,1,SCHOOL DISTRICT 68,COMMUNITY HIGH SCHOOL  219,8.449,114167,TRUE,TRUE,TRUE
3920,295,17,17080,760800,71920,NA,W,4495,5,NA,2,6,6,4,1,1,1,5,1,0,3,4,1,2,2,2,2,3,2,2,2,0,3580,2,1,3,NA,NA,NA,EVANSTON,60202,2769,0.7833152762730228,0.05958829902491874,0.05850487540628386,0.05453232213795594,0.07475622968580715,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,101364,FALSE,TRUE,TRUE
3921,203,20,20081,134130,32810,NA,W,4375,70,NA,2,1,6,3,3,1,1,5,1,0,2,1,1,2,NA,2,2,3,1,2,2,0,1216,2,1,5,1,NA,1,RIVER GROVE,60171,4995,0.6126126126126126,0.02482482482482482,0.02102102102102102,0.3207207207207207,0.03963963963963964,64343,River Grove,0,0,1,0,0,0,SCHOOL DISTRICT  85 1/2,COMMUNITY HIGH SCHOOL  212,11.193,63495,FALSE,TRUE,TRUE
